user_id,GB_12,loan_amount,PP_Average_Current_DBT,PP_Avg_Curr_Cmpny_DBT_Ind_DBT,PP_Worst_Comp_DBT_Ind_DBT_In_Lst_12M,Avg_No_Of_DBT_0_1000,DBT_most_recent_month,Num_unpaid_accts_in_past_year,Num_Of_Prev_Searches_last_3M,Num_Of_Prev_Searches_last_6M,Num_Of_Prev_Searches_last_12M,Num_Of_Meeting_Of_Creditors,Tot_Fixed_Assets_As_Pct_Of_Tot_Assets,Curr_Liab_As_Pct_Of_Tot_Assets,Capital_Employed_As_Pct_Of_Tot_Assets,Equity_Gearing,G3_Dir_Consent_FullCAIS_ConsCommDelphi_score,submit_profit_after_tax1,calc_profit_after_tax1,submit_profit_after_tax2,calc_profit_after_tax2,Score_1_SCORE,Num_of_active_SHARE_recs,Num_of_all_SHARE_accts,Num_of_active_SHARE_accts,Total_value_of_active_accts,payment_status_less_2_3M,payment_status_less_2_12M,payment_status_less_2_24M,payment_status_less_1_3M,payment_status_less_1_12M,payment_status_less_1_24M,payment_status_0_3M,payment_status_0_12M,payment_status_0_24M,Total_value_accts_in_sector2,Total_bals_active_accts,Total_limits_rev_acct_active,Mthly_rpymt_actv_fxd_term_accts,Value_actv_fxd_term_accts,Num_pymt_status_3plus_48_updates,curr_bal_to_Annual_Income,Curr_bal_rev_crd_to_curr_limits,bal_rev_crd_to_curr_limits_3M,bal_rev_crd_to_curr_limits_6M,Num_Rev_Acct_util_ge75,Unemployment_Among_25_39,Avg_num_of_Court_Judgments,Credit_Card_Repayment_Amt,Num_Cash_Advances_3M
94858,0,100000,0,-18,-18,0,0,0,7,17,30,0,84.3,26,74,6.9,60,15188,15188,161215,161215,638,9,18,9,2324236,9,9,9,9,9,9,8,8,8,2237461,2324236,61300,8634,2298146,0,115,42,30,20,1,0,0.11,23088,0
94877,0,40000,34,15,20,40,34,0,4,11,14,0,21.5,89.4,10.6,0.1,80,17607,17607,58908,58908,612,11,20,11,538305,11,11,11,10,10,10,10,10,8,497009,538305,15700,3415,535711,0,55,16,17,19,0,0,0,400,0
94882,0,150000,0,-25,-17,0,0,0,4,9,15,0,47.6,85.1,14.9,14.9,91,36199,36199,51865,51865,659,9,18,9,207198,9,9,9,9,9,9,8,8,7,201372,207198,10800,1135,204043,0,11,15,16,18,0,15.36098,0.08,39,0
94940,0,14700,NA,NA,NA,NA,NA,NA,1,3,4,0,0.4,49.1,50.9,50.9,85,-52392,-52392,192777,192777,575,15,31,15,31238,15,15,15,15,15,14,13,12,11,0,31238,52600,500,9729,0,31,38,46,48,1,26.73797,0.2,5147,0
94946,0,60000,0,-20,-9,0,0,0,3,5,7,0,55.9,19.4,80.6,80.6,95,39301,39301,109635,109635,512,9,21,9,667720,9,9,8,9,9,7,9,8,6,589060,667720,13250,5428,644878,1,262,91,80,87,2,13.08901,0.33,1707,0
94958,0,70000,NA,NA,NA,NA,NA,NA,1,2,20,0,17.7,68.9,31.1,31.1,75,2674,2674,34589,34589,509,5,21,5,1913,5,5,5,4,4,4,4,3,3,0,1913,1250,NA,NA,1,6,95,0,0,1,41.28819,0.5,588,1
94971,0,70000,0,-24,-24,0,0,0,0,5,6,0,26,95.2,4.8,4.8,65,79142.36,79142.36,7759,7759,551,5,11,5,12718,5,5,5,5,5,4,5,5,4,NA,12718,2100,694,10424,0,12,109,102,58,1,26.59574,0.05,0,8
94977,0,25000,0,-26,-24,0,0,0,6,7,14,0,88.4,46.2,53.8,27.7,78,104263.37,104263.37,2120,2120,634,8,16,8,261164,8,8,8,8,8,7,8,8,7,223288,261164,15650,2291,260730,0,75,2,73,78,0,0,0.08,3027,0
94979,0,25000,NA,NA,NA,NA,NA,NA,8,11,19,0,17.9,72.5,27.5,23,82,12176,12176,19279,19279,564,3,3,3,154165,3,3,3,3,2,1,3,2,0,153417,154165,NA,533,153951,0,2,NA,NA,NA,NA,15.32176,0,NA,NA
94986,0,NA,43,18,19,51,43,1,3,4,8,0,0,32.5,67.5,46.1,84,5140,5140,2152,2152,607,10,13,10,78307,10,10,10,10,10,10,9,9,8,47054,78307,38450,2164,54627,0,62,59,44,53,0,15.60062,0.18,5335,8
95333,0,NA,0,-24,-24,0,0,0,2,4,9,0,1.1,85.3,14.7,14.7,77,72230,72230,-95,-95,650,7,11,7,231094,7,7,7,7,7,7,7,7,7,231025,231094,9600,1442,231025,0,0,0,23,0,0,7.0922,0.04,67,0
95387,0,35000,0,-25,-25,0,0,0,3,3,3,0,7.2,75.3,24.7,23.4,86,-27305,-27305,62511,62511,609,7,15,7,272255,7,7,7,7,7,7,7,6,6,248248,272255,18000,2116,268139,0,120,21,3,19,0,9.26441,0.18,2146,1
95507,0,50000,NA,NA,NA,NA,NA,NA,1,4,10,0,4,73,27,27,83,22603,22603,34786,34786,600,9,15,9,395269,9,9,9,9,9,8,8,8,7,333585,395269,48400,2846,371635,0,49,48,40,38,2,6.47948,0.25,525,0
95558,0,NA,10,-15,-15,NA,10,1,16,22,30,0,37.4,79.3,20.7,10.5,54,104937,104937,144244,144244,634,10,19,10,264620,10,10,10,10,10,10,10,10,10,245237,264620,39500,1993,252257,0,48,30,21,25,0,5.64972,0,5100,0
95569,0,NA,NA,NA,NA,NA,NA,NA,0,3,5,0,1.8,48.7,51.3,51.2,79,99532.12,99532.12,159912,159912,671,9,19,9,778361,9,9,9,9,9,9,9,9,9,778173,778361,35300,4252,778173,0,0,0,0,0,0,5.68182,0.04,16,0
95578,0,NA,NA,NA,NA,NA,NA,NA,2,2,3,0,1.1,85.9,14.1,-1.7,53,32154.5,32154.5,52307,52307,578,6,16,6,26685,6,6,6,6,6,6,6,6,6,0,26685,36900,173,3670,0,26,62,62,67,2,0,0.05,1157,0
95773,0,30000,0,-24,2,0,0,0,1,1,4,0,73.6,52.5,47.5,45.4,92,61292,61292,78717,78717,578,11,29,11,429679,11,11,11,11,9,8,11,9,8,401906,429679,41100,2206,410928,0,55,39,45,35,0,0,0.15,950,0
95773,0,30000,0,-24,2,0,0,0,1,1,4,0,73.6,52.5,47.5,45.4,92,61292,61292,78717,78717,578,11,29,11,429679,11,11,11,11,9,8,11,9,8,401906,429679,41100,2206,410928,0,55,39,45,35,0,0,0.15,950,0
95776,0,NA,133,111,118,NA,133,0,0,0,7,0,97.1,5,95,20.1,77,37600,37600,115343,115343,671,4,4,4,52135,4,4,4,4,4,4,4,4,4,51064,52135,23000,165,51064,0,2,4,6,5,0,0,0.05,1723,1
95777,0,35000,NA,NA,NA,NA,NA,NA,1,1,1,0,21.3,100,0,0,15,74756.01,74756.01,50241,50241,549,10,14,10,322974,10,10,10,9,9,7,8,7,5,295467,322974,27350,2196,295467,0,27,99,98,96,4,7.08215,0.55,1799,11
95780,0,NA,0,-19,0,0,0,0,2,2,2,0,2.3,47,53,52.5,92,16375,16375,80419,80419,608,6,14,6,15339,6,6,6,6,6,6,4,4,4,NA,15339,7300,534,14845,0,76,6,11,27,0,8.03859,0.5,348,0
95941,0,50000,0,-24,-24,0,0,0,0,0,1,0,17.4,99.2,0.8,0.8,15,-1819,-1819,48422,48422,541,15,23,15,451901,15,15,15,14,14,14,12,11,11,413644,451901,24000,2842,432589,0,51,75,79,81,1,8.05153,0.05,449,0
95963,0,NA,0,-25,3,0,0,0,2,5,12,0,0.9,81.3,18.7,1.8,80,46173.39,46173.39,63773,63773,666,7,13,7,1167,7,7,7,7,7,7,7,7,7,0,1167,36700,349,0,0,1,3,16,9,0,9.72763,0.04,3672,0
96145,0,80000,NA,NA,NA,NA,NA,NA,0,1,2,0,100,73,27,27,86,68652,68652,113537,113537,622,9,13,9,1809692,9,9,9,9,9,8,9,9,8,1800801,1809692,19000,4831,1800801,0,11,40,41,42,0,9.12409,0,0,0
96148,0,50000,0,-24,4,0,0,0,2,4,5,0,18.5,95.1,4.9,4.1,91,14694,14694,-14813,-14813,631,6,11,6,180910,6,5,5,6,5,5,6,3,3,164992,180910,14000,729,180919,0,39,0,3,11,0,18.01802,0.38,602,0
96194,0,NA,17,-8,11,23,17,1,0,7,14,0,94,28.2,71.8,47.5,78,125958,125958,138033,138033,579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.14259,0.35,NA,NA
96321,0,50000,0,-22,-22,0,0,0,0,3,3,0,13.2,96.1,3.9,3.9,80,95811,95811,46794,46794,530,9,15,9,234935,9,9,9,9,9,8,9,9,8,224326,234935,2400,1361,233238,1,35,70,73,76,2,14.30615,0.61,7,0
96333,0,33500,25,0,72,29,25,1,6,6,8,0,86.5,94.5,5.5,4.8,70,36943,36943,14412,14412,590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,NA,NA
96364,0,30000,NA,NA,NA,NA,NA,NA,2,2,3,0,6.4,96.5,3.5,2.3,44,-47142,-47142,41153,41153,602,14,19,14,194952,14,14,14,14,14,14,13,13,13,134449,194952,79950,1216,147643,0,121,59,61,52,3,0,0.04,9323,0
96380,0,15000,NA,NA,NA,NA,NA,NA,0,0,2,0,1.1,100,0,0,64,12076.79,12076.79,42228.06,42228.06,577,3,4,3,4501,3,3,3,3,3,3,3,2,2,0,4501,5000,NA,NA,0,15,72,74,72,1,39.37008,1.1,184,0
96403,0,25000,NA,NA,NA,NA,NA,NA,10,11,12,0,53.3,54.3,45.7,18.6,19,0,0,135069,135069,593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25689,0,NA,NA
96626,0,100000,0,-37,-37,0,0,0,5,9,9,0,69.6,36.4,63.6,13.4,77,36100,36100,121306,121306,617,6,11,6,291372,6,6,6,6,6,6,6,6,6,285639,291372,6600,841,291318,0,11,0,12,24,0,9.01984,0.2,5,0
96893,0,NA,NA,NA,NA,NA,NA,NA,3,4,5,0,0.4,81.7,18.3,18.2,20,15598.84,15598.84,28235,28235,510,17,25,17,4834,16,16,16,16,16,16,15,15,15,NA,4834,103100,NA,NA,1,6,4,6,5,1,8.81834,0.17,59,0
96980,0,NA,0,-32,-32,0,0,0,0,1,1,0,91.1,5.2,94.8,56.3,57,30916.69,30916.69,101033.51,101033.51,663,11,20,11,1022958,10,10,11,10,10,11,8,8,9,1020400,1022958,81750,1490,1020400,0,8,3,9,4,0,20.61856,0.34,387,0
97005,0,25000,NA,NA,NA,NA,NA,NA,1,2,4,0,3.9,84.2,15.8,15.3,49,49779,49779,29076,29076,607,9,14,9,463662,9,9,9,9,9,9,7,6,6,435937,463662,4500,2343,462685,0,69,9,0,0,0,23.69668,0.08,0,0
97116,0,100000,NA,NA,NA,NA,NA,NA,0,0,2,0,0.4,96.5,3.5,3.5,63,7503,7503,143247,143247,652,5,7,5,234792,5,5,5,5,5,5,5,4,4,233487,234792,12700,1665,234687,0,3,0,8,0,0,27.27273,0.04,1211,0
97141,0,65000,21,-4,1,21,21,0,10,27,37,0,50.4,61.6,38.4,23,81,89309,89309,31113,31113,587,21,39,21,509058,21,21,20,21,20,18,21,19,17,415789,509058,108125,2968,420705,0,NA,81,83,80,12,6.77507,0,1951,0
97240,0,150000,NA,NA,NA,NA,NA,NA,5,8,23,0,50.1,62.2,37.8,14.3,77,445241,445241,226818,226818,638,14,28,14,1139965,14,14,14,14,14,14,13,13,12,1104163,1139965,44350,5168,1125867,0,71,31,20,22,1,7.86164,0.06,182,0
97280,0,50000,23,-2,4,23,23,1,0,2,7,0,22,15.5,84.5,84.5,62,12581.74,12581.74,96363,96363,491,14,18,14,754212,13,12,11,11,11,10,11,11,9,733656,754212,19900,3361,733656,2,16,102,100,98,2,33.11258,0.1,2400,0
97363,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,20.2,95,5,5,89,14604,14604,20617,20617,573,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.29,NA,NA
97422,0,NA,0,-24,-2,0,0,0,3,6,8,0,97.9,5.2,94.8,3.7,5,85623,85623,35397,35397,595,6,9,6,101413,6,6,6,6,6,5,6,5,4,91533,101413,NA,671,101413,0,19,NA,NA,NA,NA,0,0.23,NA,NA
97434,0,55000,0,-33,-31,0,0,0,5,7,14,0,1.9,71.9,28.1,25.2,78,215391.59,215391.59,104825,104825,623,16,18,16,618955,16,16,16,16,16,16,14,14,14,568981,618955,65700,1957,577008,0,66,63,68,72,3,7.91139,0.06,3094,0
97452,0,450000,24,6,19,24,24,3,18,31,64,0,40.2,57.2,42.8,37.8,84,-84959,-84959,560531,560531,658,10,16,10,394284,10,10,10,10,10,10,10,8,8,390000,394284,58100,1600,390000,0,5,6,22,5,0,8.33333,0.21,3497,0
97562,1,100000,0,-20,-19,0,0,0,0,3,6,0,0.7,64.3,35.7,22.4,76,40057.52,40057.52,104026,104026,690,7,13,7,248793,7,7,7,7,7,7,7,7,7,248330,248793,24218,516,248330,0,0,1,10,5,0,32.85151,0.09,1579,0
97589,0,NA,0,-24,-24,0,0,0,1,2,4,0,64.4,37.5,62.5,45.1,92,-96508.28,-96508.28,12908,12908,659,5,10,5,52505,5,5,5,5,5,5,3,3,3,49432,52505,7350,786,51357,0,6,15,24,12,0,7.22543,0.25,752,1
97609,0,NA,0,-19,-19,0,0,0,0,1,2,0,85.3,5.6,94.4,94.4,63,186327,186327,3225967,3225967,557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27353,0.13,NA,NA
97642,0,NA,0,-25,-16,0,0,0,1,4,9,0,0,15.5,84.5,84.5,100,458194,458194,110868,110868,605,6,15,6,444442,6,6,6,6,6,6,5,5,5,402993,444442,NA,2811,438544,0,55,NA,NA,NA,NA,9.5057,0.33,0,0
97672,0,NA,0,-24,-24,0,0,0,0,1,3,0,3.8,79.9,20.1,19.4,49,24962,24962,-5069,-5069,603,10,12,10,1005899,10,10,10,9,9,9,9,9,9,976805,1005899,20400,3885,998995,0,23,13,10,5,0,10.08065,0.06,70,0
97762,0,15000,0,-28,-25,NA,0,0,3,4,8,0,3.3,61.1,38.9,3.2,89,11309,11309,41084,41084,585,9,23,9,191975,9,9,9,9,9,9,9,8,7,143274,191975,5750,1887,187803,0,121,51,48,66,0,24.3309,0.07,500,0
97796,0,NA,0,-18,12,0,0,0,1,1,4,0,7.2,22.2,77.8,77.8,88,1346.11,1346.11,1449.53,1449.53,650,3,5,3,24301,3,3,3,3,2,2,3,2,2,23692,24301,24100,172,23692,0,1,2,2,1,0,16.42036,0.16,452,0
97813,0,NA,NA,NA,NA,NA,NA,NA,0,2,7,0,0.7,88.2,11.8,10.9,82,255794.75,255794.75,106896.88,106896.88,588,12,18,12,49680,12,12,12,12,12,12,12,12,10,NA,49680,74050,748,16822,0,66,44,59,52,2,0,0,18914,0
97816,0,75000,NA,NA,NA,NA,NA,NA,0,0,3,0,80.9,64,36,36,74,49314,49314,53877,53877,664,2,4,2,368,2,2,2,2,2,2,2,2,2,NA,368,5400,NA,NA,0,0,6,15,5,0,13.44086,0.09,232,0
97823,0,100000,35,10,10,35,35,1,1,3,5,0,1.3,61,39,39.1,66,1037875.54,1037875.54,80267,80267,547,5,10,5,711970,5,5,5,3,3,2,3,3,2,672256,711970,35600,1262,672256,0,52,100,99,87,3,0,0.14,1600,10
98019,0,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,34.8,60.4,39.6,30.4,93,27392,27392,175135,175135,631,5,5,5,110093,5,5,5,5,5,5,5,5,5,91504,110093,8000,190,91504,0,24,36,12,43,0,0,0.02,1240,0
98090,0,60000,18,-1,-1,18,18,1,3,4,5,0,18.1,89.6,10.4,8.2,88,35323,35323,92136,92136,563,6,9,6,193388,6,6,6,5,4,4,5,4,4,148712,193388,38650,1552,148712,0,59,88,88,93,4,5.01002,0,1131,0
98516,0,20000,3,-22,-16,0,3,1,5,7,14,0,20.1,68,32,21.6,83,3030.72,3030.72,15484,15484,648,6,19,6,69418,6,6,6,6,6,6,6,6,5,54690,69418,9050,1709,69004,0,19,0,0,0,0,6.41849,0.04,0,0
98628,0,NA,NA,NA,NA,NA,NA,NA,7,8,9,0,89.3,7.4,92.6,26.1,71,83533,83533,51383,51383,548,6,9,6,237954,6,5,5,6,5,5,6,5,5,236851,237954,16750,2106,236851,1,2,0,0,0,0,0,0.11,0,0
98724,0,150000,36,4,61,36,36,0,5,7,10,0,97.9,8.4,91.6,63.1,94,280540.29,280540.29,1311101,1311101,630,0,1,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9.5057,0.24,NA,NA
98735,0,100000,0,-18,31,0,0,0,3,8,10,0,6.2,97.4,2.6,2.7,87,59502,59502,27952,27952,646,4,8,4,87686,4,4,4,4,4,4,4,4,4,84952,87686,14500,732,84952,0,5,18,2,22,0,9.48767,0.21,226,0
98812,0,NA,9,-15,-15,9,9,0,2,5,9,0,22.4,56.6,43.4,7.8,86,-3471.89,-3471.89,6482,6482,594,10,17,10,122529,10,10,10,10,10,10,10,10,10,100531,122529,19500,1245,109139,0,54,58,60,63,0,7.21501,0.09,0,0
98817,0,25000,NA,NA,NA,NA,NA,NA,2,2,3,0,16.3,62.4,37.6,37.6,87,16291,16291,35522,35522,597,5,9,5,349739,5,5,5,5,5,5,4,4,3,342493,349739,NA,864,346789,0,9,NA,NA,NA,NA,5.48847,0,0,0
98825,0,10000,NA,NA,NA,NA,NA,NA,3,4,11,0,43.5,27.2,72.8,2.3,46,11495.15,11495.15,21483.92,21483.92,568,8,12,8,7690,8,8,7,8,7,6,8,7,6,NA,7690,8200,167,4681,0,6,18,20,22,0,16.86341,0,47,0
98984,0,NA,NA,NA,NA,NA,NA,NA,0,2,6,0,2.6,93.9,6.1,6.1,84,2584,2584,579,579,590,7,12,7,132802,7,7,7,7,6,6,7,6,6,123460,132802,4500,723,126613,0,12,64,72,77,0,0,0.1,100,0
98998,0,100000,0,-25,-24,NA,0,0,19,31,53,0,14.6,89,11,1.6,25,15016,15016,82576,82576,618,3,4,3,19239,3,3,3,3,3,3,3,3,3,NA,19239,14000,502,17330,0,25,13,6,35,0,0,0.06,1088,0
99020,0,NA,1,-23,-14,2,1,0,2,8,13,0,0.6,109.4,-9.4,-37.5,18,56653.63,56653.63,4147,4147,587,14,19,14,221340,14,14,14,14,14,14,13,12,12,182242,221340,19335,1272,197778,0,78,89,81,90,5,8.11688,0.35,217,0
99068,0,75000,NA,NA,NA,NA,NA,NA,1,2,2,0,1.2,55.3,44.7,44.5,86,27765,27765,67752,67752,557,11,19,11,295756,11,11,11,11,9,9,8,6,5,266084,295756,NA,2542,292299,0,39,NA,NA,NA,NA,6.5445,0,NA,NA
99097,0,30000,0,-27,-25,0,0,0,6,10,10,0,3.9,51.4,48.6,48.6,88,-1761,-1761,30401,30401,535,16,30,16,233353,16,16,16,15,15,15,13,12,11,176660,233353,27150,1512,215687,0,283,61,26,6,2,21.5208,0.03,383,0
99104,0,NA,0,-23,-22,0,0,0,4,6,14,0,10,68.7,31.3,31.3,78,38702.29,38702.29,31676,31676,632,9,15,9,154482,9,9,9,9,9,7,8,8,6,144579,154482,45800,764,144579,0,19,21,24,29,1,15.74803,0,750,0
99149,0,100000,0,-24,-16,0,0,0,6,8,16,0,4.6,98.5,1.5,1.5,83,107040,107040,312419,312419,607,6,10,6,301097,6,6,6,6,6,6,6,5,5,273976,301097,11000,2185,296481,0,90,41,28,33,0,8.84956,0.23,114,0
99153,0,NA,NA,NA,NA,NA,NA,NA,3,6,10,0,19,97.4,2.6,2.6,10,17320,17320,22189,22189,595,21,31,21,1366607,21,21,21,21,21,21,21,21,20,1282906,1366607,77250,3995,1292426,0,111,96,95,97,9,22.25519,0,1805,0
99167,0,NA,0,-25,-24,0,0,0,19,31,54,0,17.4,81.3,18.7,11.4,93,277029,277029,199437,199437,645,4,7,4,49288,4,4,4,4,4,4,4,4,4,41789,49288,12000,281,41789,0,7,62,24,18,0,9.04159,0,3118,0
99185,0,NA,0,-24,-24,0,0,0,1,1,3,0,13.4,66.7,33.3,33.3,84,25854,25854,59646,59646,590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80153,0.3,NA,NA
99227,0,NA,40,15,16,40,40,0,0,0,2,0,2.8,74.9,25.1,5.6,86,30817.45,30817.45,44234,44234,528,13,20,13,42145,11,11,11,9,8,8,9,8,8,NA,42145,54070,NA,NA,0,56,77,77,79,5,6.15006,0.24,323,0
99229,0,100000,11,-11,-8,6,11,0,20,34,65,0,12.5,43.4,56.6,22.6,69,1991017,1991017,559854,559854,653,22,46,22,1428987,22,22,22,22,22,22,19,18,18,1333995,1428987,40200,3929,1428848,0,126,0,6,0,0,0,0,0,0
99246,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,15.7,274.9,-174.9,-174.9,45,35781,35781,29637,29637,662,4,7,4,610298,4,4,4,4,4,4,4,4,4,609789,610298,10150,2508,609789,0,0,5,74,77,0,7.84929,0,8972,0
99279,0,25000,0,-19,-19,NA,0,0,8,10,22,0,0,73.8,26.2,26.2,86,101117.92,101117.92,12220,12220,640,8,13,8,681436,8,8,8,8,8,8,8,7,7,653314,681436,29450,3162,668154,0,37,34,40,45,0,0,0,596,0
99287,0,80000,0,-19,-19,0,0,0,1,1,3,0,92.9,45.5,54.5,0.6,93,32459.1,32459.1,68923,68923,476,10,18,10,159728,10,10,9,9,9,7,9,9,7,137982,159728,25300,566,137982,2,54,85,89,90,2,7.28863,0.04,703,0
99401,0,NA,0,-25,-24,0,0,0,5,10,15,0,61.9,51.7,48.3,23.1,100,20113.44,20113.44,16653,16653,624,10,23,10,159403,10,10,10,10,10,10,8,7,7,157201,159403,7000,1332,159403,0,4,0,0,0,0,13.73626,0,0,0
99583,0,80000,0,-24,4,0,0,0,0,0,1,0,18.7,55.7,44.3,44.3,78,236775.33,236775.33,69564,69564,648,14,22,14,393332,14,14,14,14,14,14,14,14,13,380187,393332,37400,1230,393118,0,13,0,0,0,0,0,0,7,0
99761,0,30000,0,-24,-24,0,0,0,0,0,2,0,46.5,133,-33,-33,45,3368.54,3368.54,-3670.1,-3670.1,598,15,22,15,231020,15,15,15,15,15,15,15,14,14,218214,231020,50250,1309,224838,0,25,12,22,28,1,7.57576,0.33,3898,0
99872,0,NA,0,-32,-23,0,0,0,3,3,6,0,98.6,1.2,98.8,62.6,85,15814,15814,7094,7094,496,4,13,4,255962,4,4,4,3,3,2,3,3,2,240177,255962,NA,1327,251288,2,31,NA,NA,NA,NA,10.06036,0.18,0,0
99928,0,45000,0,-24,-24,0,0,0,1,3,7,0,20.2,18.1,81.9,81.9,92,107861.34,107861.34,58604,58604,646,6,10,6,195562,5,5,5,5,5,5,4,3,3,195562,195562,NA,1183,195562,0,0,NA,NA,NA,NA,7.65697,0.06,NA,NA
99933,0,NA,16,-18,10,5,16,2,2,5,7,0,35.6,79.8,20.2,16.3,66,163149,163149,89247,89247,568,8,12,8,375973,8,8,8,8,8,8,8,8,8,336712,375973,500,2192,369109,0,52,94,96,98,1,14.90313,0.09,9,0
99963,0,69000,70,44,64,NA,70,0,4,10,15,0,52.9,44.1,55.9,23.8,25,626241,626241,358227,358227,591,13,24,13,629640,13,13,13,13,13,13,13,13,10,584780,629640,46850,2826,595268,0,59,65,69,70,4,7.28863,0.25,503,0
99989,0,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,3.7,152.6,-52.6,-57.3,45,34080.59,34080.59,96572,96572,522,3,9,3,111461,3,3,3,3,3,3,3,3,3,111102,111461,NA,700,111102,2,0,NA,NA,NA,NA,0,0.31,0,0
100146,0,35000,NA,NA,NA,NA,NA,NA,3,3,3,0,6.2,60.5,39.5,14.7,86,-23039.57,-23039.57,42236,42236,601,9,10,9,221532,9,9,9,9,9,8,9,9,8,187124,221532,26800,2975,202881,0,45,69,71,64,1,0,0,3500,0
100168,0,70000,0,-25,-24,0,0,0,1,1,3,0,22.2,48.2,51.8,51.9,85,65356.33,65356.33,38982,38982,605,15,22,15,496221,15,15,15,15,15,15,15,15,15,428349,496221,63500,4019,451130,0,135,71,63,65,2,7.16332,0,3023,0
100182,0,30500,0,-20,-19,0,0,0,4,6,12,0,79.2,32.3,67.7,21.3,70,30188.09,30188.09,74767,74767,646,9,10,9,387943,9,9,9,9,9,9,9,9,9,384899,387943,9000,851,384899,0,3,33,18,2,0,35.90664,0.11,587,0
100203,0,30000,NA,NA,NA,NA,NA,NA,1,1,3,0,3.3,91.4,8.6,8.5,82,135094,135094,187094.8,187094.8,571,12,15,12,195129,12,12,12,12,12,12,12,12,12,109211,195129,63850,658,135145,0,85,93,95,91,5,0,0.06,1547,5
100209,0,75000,0,-18,-18,0,0,0,8,11,14,0,42.3,22.9,77.1,44.3,89,310899.07,310899.07,146544,146544,618,5,11,5,253618,5,5,5,5,5,5,5,5,5,193603,253618,5000,1665,253618,0,150,0,0,0,0,10.04016,0.17,0,0
100314,0,40000,0,-22,-20,0,0,0,0,1,3,0,4.1,98.7,1.3,1.3,80,17088,17088,48220,48220,571,14,20,14,243839,14,14,14,14,14,14,13,12,11,228111,243839,7500,1700,240606,0,78,9,18,28,0,29.80626,0.36,255,0
100427,0,NA,NA,NA,NA,NA,NA,NA,0,1,7,0,10,94.6,5.4,5.4,51,47170.29,47170.29,87684,87684,651,6,8,6,746545,6,6,6,6,6,6,6,6,5,746545,746545,15000,3157,746545,0,0,0,0,0,0,6.39386,0,95,0
100465,0,250000,0,-26,4,0,0,0,3,3,5,0,20.4,52.9,47.1,47.1,95,241801.69,241801.69,283207.99,283207.99,599,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,23.12139,0.18,NA,NA
100486,0,NA,0,-18,-18,0,0,0,2,2,5,0,44.7,52.4,47.6,37,97,-55868,-55868,-185016,-185016,650,6,11,6,203527,6,6,6,6,6,6,6,4,4,187605,203527,43900,1493,187605,0,39,36,17,14,1,7.76398,0.12,388,0
100544,0,NA,0,-24,-24,0,0,0,1,1,5,0,85.1,105.9,-5.9,-7,87,367,367,-3708,-3708,561,12,16,12,232773,12,12,12,12,11,11,11,9,9,160275,232773,63100,2654,174902,0,241,91,74,37,5,0,0.03,4371,4
100788,0,50000,0,-26,-25,0,0,0,4,6,17,0,0.7,58.3,41.7,41.7,89,30280.49,30280.49,145667,145667,576,8,10,8,98608,8,8,8,8,8,8,8,8,8,NA,98608,7000,1749,94579,0,98,57,23,29,0,7.57576,0.06,128,0
100953,0,NA,25,0,0,25,25,1,3,6,12,0,55.1,52.6,47.4,23.4,78,121130.24,121130.24,31489,31489,656,3,5,3,95527,3,3,3,3,3,3,3,3,3,95527,95527,7700,857,95527,0,0,0,2,3,0,5.5371,0,377,0
100998,0,35000,0,-25,-24,0,0,0,2,4,7,0,24,54.3,45.7,1.4,88,19364.51,19364.51,39279,39279,587,14,30,14,243588,14,14,14,14,14,14,13,12,11,203259,243588,28750,1213,219342,0,80,77,37,31,3,5.58659,0,1021,0
101000,0,NA,0,-25,-24,0,0,0,1,3,4,0,13.7,92.9,7.1,7.1,78,2353.7,2353.7,-513,-513,665,10,18,10,171990,10,10,10,10,10,10,9,9,9,157876,171990,39500,1273,169850,0,35,5,1,3,0,23.12139,0,2482,0
101006,0,100000,30,10,10,30,30,0,3,8,20,0,9.4,74,26,25.2,83,24231,24231,60971,60971,616,8,14,8,87016,8,8,8,8,8,8,7,7,5,68752,87016,4400,910,85015,0,24,45,0,63,0,78.125,0.11,1182,0
