user_id,GB_12,loan_amount,PP_Average_Current_DBT,PP_Avg_Curr_Cmpny_DBT_Ind_DBT,PP_Worst_Comp_DBT_Ind_DBT_In_Lst_12M,Avg_No_Of_DBT_0_1000,DBT_most_recent_month,Num_unpaid_accts_in_past_year,Num_Of_Prev_Searches_last_3M,Num_Of_Prev_Searches_last_6M,Num_Of_Prev_Searches_last_12M,Num_Of_Meeting_Of_Creditors,Tot_Fixed_Assets_As_Pct_Of_Tot_Assets,Curr_Liab_As_Pct_Of_Tot_Assets,Capital_Employed_As_Pct_Of_Tot_Assets,Equity_Gearing,G3_Dir_Consent_FullCAIS_ConsCommDelphi_score,submit_profit_after_tax1,calc_profit_after_tax1,submit_profit_after_tax2,calc_profit_after_tax2,Score_1_SCORE,Num_of_active_SHARE_recs,Num_of_all_SHARE_accts,Num_of_active_SHARE_accts,Total_value_of_active_accts,payment_status_less_2_3M,payment_status_less_2_12M,payment_status_less_2_24M,payment_status_less_1_3M,payment_status_less_1_12M,payment_status_less_1_24M,payment_status_0_3M,payment_status_0_12M,payment_status_0_24M,Total_value_accts_in_sector2,Total_bals_active_accts,Total_limits_rev_acct_active,Mthly_rpymt_actv_fxd_term_accts,Value_actv_fxd_term_accts,Num_pymt_status_3plus_48_updates,curr_bal_to_Annual_Income,Curr_bal_rev_crd_to_curr_limits,bal_rev_crd_to_curr_limits_3M,bal_rev_crd_to_curr_limits_6M,Num_Rev_Acct_util_ge75,Unemployment_Among_25_39,Avg_num_of_Court_Judgments,Credit_Card_Repayment_Amt,Num_Cash_Advances_3M
7005,0,100000,0,-26,-24,0,0,0,3,3,6,0,11.6,48.9,51.1,51.1,95,138071,138071,82968,82968,670,9,14,9,57628,8,8,8,8,8,8,7,7,6,35465,57628,28800,22176,56808,0,29,2,6,4,0,7.91139,0,469,0
8519,0,50000,0,-19,-9,0,0,0,1,1,8,0,5.7,73.7,26.3,24.8,91,68271.4,68271.4,89373,89373,553,15,24,15,826610,15,15,15,14,14,13,14,13,12,749222,826610,59850,3310,762290,0,103,106,125,127,5,0,0.09,3333,0
9510,0,75000,0,-26,3,0,0,0,7,9,22,0,63.6,43.4,56.6,40.4,85,-3009,-3009,2482,2482,501,6,9,6,246563,3,3,3,3,3,1,3,3,1,219488,246563,18050,1393,219488,1,36,150,152,142,3,6.00962,0.11,1210,0
10144,0,90000,0,-21,-19,0,0,0,18,31,49,0,76.1,45,55,28.3,52,686940.95,686940.95,401632.68,401632.68,567,7,14,7,49014,7,7,7,7,7,7,7,6,4,NA,49014,15700,399,11648,0,49,238,126,119,1,33.55705,0.05,466,0
11112,0,20000,0,-26,-26,0,0,0,3,3,3,0,58.5,66.8,33.2,12.3,88,26529,26529,23206,23206,598,7,14,7,216768,7,7,7,7,7,7,7,7,7,163483,216768,37600,1689,188846,0,71,74,76,38,3,9.67118,0.03,894,0
11272,0,100000,0,-16,-16,0,0,0,4,7,9,0,0.7,46.2,53.8,53.6,96,-659108,-659108,41377,41377,641,6,9,6,41032,6,6,6,6,6,6,6,6,6,26023,41032,6900,1258,41032,0,12,0,0,0,0,7.93651,0.03,0,0
11371,0,55000,28,3,25,28,28,0,9,23,29,0,20.1,69.7,30.3,26.1,70,54153,54153,91489,91489,602,17,33,17,1094703,17,17,17,16,15,13,16,15,12,1079357,1094703,9200,2733,1091589,0,20,26,36,39,0,9.95025,0.2,802,0
11378,0,75000,0,-25,-25,0,0,0,4,5,6,0,3.9,26.5,73.5,72.8,89,23651,23651,47680,47680,654,12,12,12,142066,12,12,12,12,12,12,12,12,12,117973,142066,122480,1195,117973,0,48,19,13,11,0,0,0.1,4290,4
11820,0,65000,17,-8,24,NA,17,0,2,5,16,0,15.2,82.2,17.8,17.8,86,16758,16758,37410,37410,552,13,26,13,298462,13,13,13,12,12,12,9,9,9,266004,298462,54950,510,266004,1,43,59,59,63,2,9.94036,0.05,841,0
11947,0,30000,NA,NA,NA,NA,NA,NA,2,3,8,0,71.8,97.3,2.7,2.7,84,7078,7078,28800,28800,565,14,21,14,847553,14,14,14,14,14,13,12,12,10,815617,847553,26220,3620,820878,1,31,96,73,93,4,8.05153,0.17,641,0
12047,0,50000,0,-25,-7,0,0,0,3,9,18,0,69.7,52.4,47.6,16.6,19,122771,122771,146536,146536,550,8,8,8,96708,7,7,7,7,7,6,6,6,5,50001,96708,13500,1105,84470,0,116,80,127,115,0,7.66871,0.1,916,1
12565,0,20000,NA,NA,NA,NA,NA,NA,1,1,1,0,0,98.4,1.6,1.6,78,67366,67366,57421,57421,512,10,20,10,29688,10,9,9,9,7,7,8,6,6,0,29688,10030,696,20043,0,98,77,72,69,3,8.77193,0.11,954,6
12567,0,40000,NA,NA,NA,NA,NA,NA,2,3,4,0,0,73.3,26.7,26.7,81,3210,3210,14606,14606,631,6,11,6,353340,6,6,6,6,6,6,6,6,5,345438,353340,21801,1676,345438,0,7,36,33,48,1,36.42987,0.25,181,0
12641,0,250000,0,-25,-20,NA,0,0,20,47,99,0,89.6,36.7,63.3,25.8,92,878429,878429,845379,845379,672,7,19,7,470889,7,7,7,7,7,7,7,7,7,470995,470889,34600,1504,470995,0,0,0,NA,NA,0,5.92417,0.06,3200,0
12900,0,20000,0,-21,59,0,0,0,1,2,7,0,26.2,79.2,20.8,-15.5,17,90563.78,90563.78,84804,84804,506,8,17,8,150521,8,8,8,5,5,5,5,5,5,137699,150521,3351,513,146025,0,32,98,105,99,1,8.65052,0,241,0
13039,0,75000,13,-12,0,15,13,2,22,27,42,0,0.6,74.8,25.2,25.2,75,131809,131809,164022,164022,632,5,17,5,445464,5,5,5,5,5,5,5,5,4,406193,445464,25000,3972,441602,0,52,15,7,28,0,0,0.03,890,0
13111,0,25000,NA,NA,NA,NA,NA,NA,3,4,5,0,36.5,75,25,13.6,73,50575.43,50575.43,153917,153917,608,15,29,15,297499,15,15,15,15,15,15,14,11,10,266198,297499,60700,2029,283098,0,31,23,24,29,0,0,0,950,0
13204,0,6000,NA,NA,NA,NA,NA,NA,2,2,7,0,38.8,29.7,70.3,70.3,82,0,0,24209,24209,509,5,7,5,10146,2,2,2,2,2,2,2,2,2,NA,10146,NA,329,7282,4,33,NA,NA,NA,NA,30.37667,0,NA,NA
13292,0,30000,0,-26,-26,0,0,0,4,8,18,0,43.9,36,64,40.1,89,66461.62,66461.62,25223,25223,662,3,6,3,2405,3,3,3,3,3,3,3,3,3,0,2405,15000,NA,NA,0,3,16,6,13,0,6.22665,0,2314,0
13306,0,60000,0,-25,55,0,0,0,4,6,15,0,4.9,47.1,52.9,52.2,81,-29608.9,-29608.9,55263,55263,639,3,6,3,23373,3,3,3,3,3,3,3,2,2,NA,23373,4300,471,23019,0,46,6,7,3,0,6.25782,0.04,276,0
13329,0,50000,NA,NA,NA,NA,NA,NA,2,4,5,0,6.7,89.6,10.4,10.4,81,137603.71,137603.71,114085,114085,608,8,14,8,267179,8,8,8,8,8,6,7,7,5,243630,267179,30150,294,243630,0,23,78,82,86,2,0,0.07,687,0
13416,0,20000,0,-23,-23,0,0,0,3,3,4,0,33,24.6,75.4,47.4,100,24936,24936,6778,6778,643,10,17,10,227199,10,10,10,10,10,10,9,9,9,199462,227199,29450,729,216018,0,55,37,39,42,1,7.84929,0.22,435,0
13578,0,30000,0,-21,-6,0,0,0,8,13,15,0,27.6,86.7,13.3,2.6,78,44695.35,44695.35,66380,66380,610,8,14,8,492215,8,8,8,8,8,8,8,8,7,476364,492215,6000,2868,489673,0,31,18,10,10,0,9.72763,0.06,1347,0
13581,0,150000,15,-6,39,15,15,0,1,3,7,0,89.1,4.1,95.9,32.5,98,28197,28197,99977,99977,571,8,12,8,7775,8,8,7,8,8,7,8,8,5,0,7775,NA,546,7603,0,19,NA,NA,NA,NA,8.54701,0.26,NA,NA
13711,0,NA,NA,NA,NA,NA,NA,NA,0,1,3,0,2.4,84.7,15.3,15.3,66,13341,13341,96314,96314,508,9,15,9,16891,7,5,5,6,3,3,4,2,2,NA,16891,4200,628,12239,1,22,64,70,74,1,20.53388,0.44,130,0
13762,0,20000,NA,NA,NA,NA,NA,NA,2,4,13,0,30.7,84.5,15.5,0.1,19,58030.4,58030.4,56813,56813,453,13,26,13,184685,12,12,12,12,12,12,12,11,11,178713,184685,5700,664,178713,2,7,98,93,89,5,9.4697,0.4,275,3
13810,0,NA,5,-20,-9,5,5,0,5,9,11,0,11.2,63.2,36.8,34.6,84,19142.38,19142.38,25041,25041,469,9,24,9,360719,5,4,4,4,3,3,3,2,2,348262,360719,5600,974,348262,10,62,203,203,203,2,14.32665,0.36,0,0
13850,0,80000,NA,NA,NA,NA,NA,NA,6,6,8,0,4.9,69.3,30.7,29.9,84,219000,219000,210966,210966,542,6,7,6,697848,6,5,5,5,3,3,5,3,3,697752,697848,NA,5069,697752,1,0,NA,NA,NA,NA,7.96178,0,NA,NA
13854,0,100000,0,-26,41,0,0,0,3,5,16,0,89.2,6.2,93.8,60,88,125625.26,125625.26,76218,76218,578,12,17,12,540757,12,12,12,12,12,12,12,12,12,449998,540757,46100,29157,483762,0,181,91,98,85,4,6.15006,0.16,4513,0
13862,0,45000,NA,NA,NA,NA,NA,NA,3,5,13,0,12.9,69.5,30.5,27.8,59,26129,26129,69696,69696,609,17,28,17,286924,17,17,17,17,17,17,17,17,17,124749,286924,129300,4250,191486,0,216,58,38,39,3,7.55287,0.08,2504,19
13924,0,75000,0,-25,-11,0,0,0,1,1,1,0,34.2,20.6,79.4,79.4,96,74471.61,74471.61,47051,47051,572,5,9,5,11388,5,5,5,5,4,4,5,3,3,NA,11388,14750,NA,NA,0,22,77,78,81,2,7.05219,0.17,253,0
14043,0,100000,0,-21,-3,0,0,0,4,7,27,0,12.1,97.4,2.6,0,91,63516,63516,77194,77194,623,10,23,10,338325,10,10,10,10,10,10,10,10,8,291704,338325,17700,1615,329988,0,62,46,33,28,1,5.72082,0.09,250,1
14111,0,NA,0,-25,-25,0,0,0,6,7,10,0,87.6,19.9,80.1,57.7,73,116470,116470,103342,103342,650,3,6,3,83743,3,3,3,3,3,3,3,2,2,83743,83743,16900,410,83743,0,0,0,0,0,0,0,0.05,0,0
14113,0,35000,NA,NA,NA,NA,NA,NA,3,3,4,0,0.8,52.3,47.7,47.7,23,93911,93911,108685,108685,464,12,17,12,274063,7,7,7,6,6,5,6,5,5,242329,274063,22150,2424,251896,2,79,98,94,91,3,9.37207,0.29,0,0
14236,0,30000,0,-21,-15,0,0,0,3,3,3,0,26.3,54.8,45.2,30.7,78,45535.75,45535.75,61676,61676,587,12,16,12,583722,12,12,12,12,12,12,11,11,11,542683,583722,11101,3315,576776,0,102,62,63,64,0,6.8306,0.5,157,0
14239,0,NA,7,-19,-19,7,7,0,8,17,36,0,0.7,51.1,48.9,48.7,71,998659.1,998659.1,61229,61229,550,15,29,15,897272,15,15,15,14,13,12,13,12,10,870118,897272,22950,2502,887128,1,36,42,41,51,1,7.26744,0.04,600,0
14246,0,30000,0,-25,-25,0,0,0,9,21,41,0,73.1,44.1,55.9,25.9,15,127634.51,127634.51,101129,101129,583,11,20,11,693469,11,11,11,11,11,11,11,11,11,662750,693469,29800,5227,665411,0,61,94,94,95,3,66.02641,0,693,0
14349,0,50000,20,-5,-5,24,20,1,7,12,17,0,39.8,42.5,57.5,47.8,64,161040.68,161040.68,106857,106857,613,12,28,12,472267,12,12,12,12,12,12,12,12,12,438285,472267,11650,2134,470748,0,113,9,6,8,0,0,0.24,412,0
14410,0,NA,NA,NA,NA,NA,NA,NA,1,2,5,0,1.8,68.1,31.9,31.9,88,9151,9151,6834,6834,556,15,25,15,424731,15,15,15,15,15,15,14,14,14,386774,424731,35800,5090,399319,1,189,70,28,86,2,7.62195,0.31,831,0
14492,0,NA,45,20,44,45,45,1,6,7,13,0,11.5,76.5,23.5,15.5,70,313564.34,313564.34,363269,363269,598,10,39,10,908935,10,10,10,10,10,10,9,8,6,852376,908935,36800,2521,852376,0,56,94,96,86,2,8.40336,0,258,0
14507,0,90000,20,-3,9,32,20,3,20,32,62,0,45.9,51.4,48.6,22.4,81,96273,96273,150824,150824,592,14,16,14,1123744,14,14,14,14,14,14,14,14,13,1094399,1123744,20000,2699,1109249,0,58,72,86,89,1,0,0,2909,0
14520,0,40000,7,-14,-1,20,7,1,11,21,43,0,5.2,44.3,55.7,52.5,55,67300.14,67300.14,287472,287472,596,4,16,4,509635,4,4,4,4,4,4,4,4,4,484680,509635,26450,2199,484680,0,49,94,96,94,2,0,0,592,0
14720,1,40000,21,-4,23,12,21,0,6,16,33,0,7.6,77.3,22.7,22.7,70,16121,16121,10443,10443,602,3,3,3,1686,3,3,3,3,3,3,3,3,3,NA,1686,1750,NA,NA,0,2,96,5,4,1,15.4321,0.14,162,0
14756,0,NA,NA,NA,NA,NA,NA,NA,2,4,4,0,43.1,73.3,26.7,25.1,84,13763,13763,14078,14078,561,8,14,8,82190,8,8,8,8,8,8,8,8,8,62177,82190,12800,1295,69165,0,66,95,94,92,3,22.86585,0.42,306,0
14798,0,NA,0,-27,-26,0,0,0,3,3,6,0,64,52.9,47.1,47.1,78,29040,29040,6752,6752,661,8,16,8,25424,8,8,8,8,8,8,7,7,5,16210,25424,51700,895,16210,0,18,17,18,12,0,0,0.14,344,0
14824,0,30000,0,-26,-26,0,0,0,1,3,3,0,55.5,62.3,37.7,26.1,90,10468,10468,9435,9435,594,5,13,5,23562,5,5,5,5,5,5,5,5,5,0,23562,29600,NA,NA,0,31,75,73,70,2,20.16129,0.48,533,3
14891,0,75000,0,-25,-7,0,0,0,5,5,9,0,7.3,37.7,62.3,61.5,100,-195483.65,-195483.65,151207,151207,648,10,14,10,334700,10,10,10,10,10,10,9,8,8,325344,334700,NA,1192,334664,0,9,NA,NA,NA,NA,18.65672,0,0,0
14912,0,50000,1,-24,3,1,1,0,2,3,15,0,6.1,98.8,1.2,0.9,69,41447,41447,159253,159253,584,7,12,7,99586,7,7,7,7,7,6,6,5,4,54623,99586,13000,1258,77100,0,59,96,94,94,2,0,0.21,596,0
14914,0,NA,80,55,85,80,80,0,2,7,7,0,62.6,98.9,1.1,1.1,42,24811,24811,12102,12102,466,9,13,9,156943,7,7,6,5,4,3,5,3,2,152081,156943,1600,991,152081,1,9,104,104,106,1,0,0.11,100,0
14936,0,NA,6,-19,-2,8,6,1,10,20,43,0,51.8,48,52,32.1,64,19014,19014,54277,54277,613,5,6,5,240116,5,5,5,5,5,5,3,3,3,236753,240116,4300,788,236753,0,4,78,80,82,1,7.69231,0.15,0,0
15025,0,75000,0,-25,-7,0,0,0,4,5,15,0,0.7,63.9,36.1,22,81,3306,3306,26255,26255,639,6,8,6,21029,6,6,6,6,6,6,6,5,5,NA,21029,16100,624,17148,0,21,16,21,5,0,0,0.06,1591,0
15059,0,50000,144,119,119,144,144,1,2,7,15,0,84.5,34.2,65.8,37.7,98,123583.22,123583.22,127273,127273,619,9,16,9,681847,9,9,9,9,9,9,9,8,7,650915,681847,25000,1210,663668,0,41,50,51,54,1,5.98802,0,128,0
15072,0,10000,44,19,19,44,44,0,5,9,15,0,5.6,79.6,20.4,20.4,77,28657.47,28657.47,17553,17553,573,8,15,8,57082,8,8,8,8,8,8,8,8,6,NA,57082,29550,441,22139,0,76,97,96,97,5,0,0.46,780,0
15104,0,10000,0,-26,57,0,0,0,8,11,19,0,80.2,58.3,41.7,14.5,88,137162.52,137162.52,118356,118356,564,1,1,1,650,1,1,1,1,1,1,1,1,1,NA,650,NA,38,650,0,0,NA,NA,NA,NA,7.91139,0.07,NA,NA
15113,0,40000,NA,NA,NA,NA,NA,NA,1,1,3,0,51.2,28.4,71.6,35.5,81,51198,51198,92385,92385,495,11,15,11,235629,11,11,11,10,10,10,10,10,10,164462,235629,NA,4051,235629,1,94,NA,NA,NA,NA,0,0.11,NA,NA
15147,0,50000,0,-21,-21,0,0,0,2,2,4,0,48.2,52.8,47.2,1,95,13262,13262,34636,34636,576,6,10,6,267915,6,6,6,6,5,4,6,5,4,225343,267915,2000,2058,266281,0,106,81,60,85,1,7.38552,0,150,0
15175,0,30000,0,-26,-26,0,0,0,3,3,9,0,6.4,81.9,18.1,18.1,77,94615,94615,102910,102910,638,17,20,17,759116,17,17,17,17,17,16,16,16,14,739845,759116,44200,2755,755712,0,38,7,3,4,0,19.12046,0,8088,0
15201,0,NA,NA,NA,NA,NA,NA,NA,9,14,18,0,2,91.8,8.2,8.2,65,76939,76939,138923,138923,642,8,17,8,413857,8,8,8,8,8,8,8,8,7,345845,413857,38400,2846,404016,0,54,25,26,27,0,6.47948,0.25,6144,0
15235,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27.3,72.7,72.7,86,64399,64399,44512,44512,415,13,23,13,294863,11,10,8,8,4,1,7,3,0,269719,294863,13300,1833,277042,2,62,106,102,101,6,30.16591,0.01,170,1
15306,0,NA,0,-25,-25,0,0,0,3,3,7,0,19.5,71.2,28.8,28.8,76,4887,4887,-11509,-11509,652,1,3,1,1415,1,1,1,1,1,1,1,1,1,NA,1415,11500,NA,NA,0,4,12,4,10,0,30.12048,0.27,2879,0
15332,0,NA,18,-7,-7,18,18,0,3,7,12,0,95.9,25.9,74.1,43.6,98,-25428.16,-25428.16,174027,174027,617,5,14,5,175136,5,5,5,5,5,5,5,4,3,173059,175136,1000,711,175136,0,5,0,0,0,0,12.54705,0.11,0,0
15333,0,12000,0,-25,-22,0,0,0,1,1,2,0,20.6,69.6,30.4,30.4,91,28975.21,28975.21,54351,54351,606,7,16,7,9952,7,7,7,7,7,7,7,7,7,0,9952,20700,NA,NA,0,19,48,32,3,1,29.64427,0.44,100,0
15385,0,NA,0,-25,-17,0,0,0,1,2,3,0,9,86.7,13.3,4,49,0,0,0,0,659,4,12,4,245527,4,4,4,4,4,4,4,3,3,218112,245527,26500,1480,242252,0,27,12,6,11,0,8.02568,0,2797,0
15424,1,NA,0,-25,-25,0,0,0,3,4,6,0,0.7,95.7,4.3,4.3,90,22622.01,22622.01,-62698.89,-62698.89,596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
15446,0,50000,20,4,11,20,20,0,5,15,25,0,9,80.2,19.8,2.4,85,19903,19903,56953,56953,632,11,17,11,1127659,11,11,11,11,11,11,10,10,8,1060269,1127659,14500,6385,1125987,0,89,11,28,46,0,4.52489,0,836,0
15512,0,50000,NA,NA,NA,NA,NA,NA,4,4,5,0,0.2,94.1,5.9,6,86,42896,42896,137482,137482,568,19,31,19,170223,18,18,18,17,15,14,17,15,14,93338,170223,30620,2553,143349,0,192,86,86,85,5,0,0.22,1571,0
15524,0,NA,0,-26,-26,0,0,0,3,5,16,0,0,49.1,50.9,21.4,66,136434,136434,171729,171729,616,7,10,7,285483,7,7,7,7,7,7,7,7,6,216054,285483,NA,3358,285411,0,69,NA,NA,NA,NA,0,0,NA,NA
15593,0,NA,0,-25,-6,0,0,0,9,10,12,0,26,40.4,59.6,59.6,88,33478,33478,21395,21395,528,12,16,12,86949,12,12,11,12,9,7,12,9,7,78085,86949,6635,1130,80743,1,17,67,69,72,1,7.88644,0.29,110,0
15616,0,50000,0,-25,-25,0,0,0,7,7,15,0,74.2,69.1,30.9,0.7,78,48227.13,48227.13,68741,68741,594,5,8,5,19174,5,5,5,5,5,5,5,5,5,NA,19174,23300,358,5276,0,15,59,39,51,2,16.83502,0.08,270,0
15626,0,NA,NA,NA,NA,NA,NA,NA,5,5,7,0,77.6,52,48,33.9,91,71307.61,71307.61,-50750,-50750,620,6,10,6,5197,6,6,6,6,6,6,6,6,6,0,5197,20000,NA,NA,0,6,25,23,38,0,0,0.19,5563,0
15783,0,60000,0,-25,-25,0,0,0,2,2,2,0,27.2,69.1,30.9,30.9,93,61735.58,61735.58,15755,15755,503,21,40,21,231131,20,20,20,20,19,18,19,17,15,131791,231131,120400,765,140809,3,132,74,68,67,5,5.98802,0.08,1749,0
15878,0,30000,NA,NA,NA,NA,NA,NA,2,5,6,0,0,37.9,62.1,0.2,80,21979.42,21979.42,66270,66270,558,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03753,0.24,NA,NA
15900,0,NA,30,5,5,30,30,0,0,2,5,0,36.2,95,5,-2.7,80,0,0,0,0,569,2,14,2,907,2,2,1,2,2,1,2,2,1,0,907,760,NA,NA,3,0,19,66,92,0,0,0.11,10,0
15997,0,55000,NA,NA,NA,NA,NA,NA,1,1,2,0,20.1,25.6,74.4,74.4,86,103210,103210,133101,133101,621,9,21,9,451745,9,9,9,9,8,8,9,8,7,427234,451745,27350,1513,429919,0,49,79,79,4,1,8.43882,0.21,687,1
16124,0,25000,10,-15,3,0,10,0,4,7,11,0,12.8,83.5,16.5,14.2,89,16135.09,16135.09,13797,13797,521,7,11,7,276703,7,7,7,7,7,7,5,5,5,270512,276703,5100,968,271261,0,6,103,89,100,1,0,0.07,200,0
16128,0,100000,0,-26,-26,0,0,0,1,3,5,0,52.8,29.9,70.1,70,100,30656,30656,40724,40724,654,5,12,5,84206,5,5,5,5,5,5,5,5,5,73855,84206,27000,1672,73855,0,13,38,45,38,0,0,0.08,3987,0
16154,0,26300,NA,NA,NA,NA,NA,NA,1,1,1,0,0,23.8,76.2,76.2,63,92873,92873,76950,76950,647,9,13,9,578110,9,9,9,9,9,9,8,7,7,562967,578110,37800,1723,562967,0,20,40,42,9,1,7.33138,0.05,169,0
16164,0,75000,0,-19,-2,0,0,0,3,3,8,0,91,7.4,92.6,6.6,95,135614.44,135614.44,121636,121636,630,20,32,20,1625967,20,20,20,20,20,20,19,19,19,1584832,1625967,58400,2824,1598358,0,54,29,22,26,0,8.47458,0.47,1032,0
16169,0,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,42.3,19.6,80.4,79.1,87,6324,6324,6530,6530,609,7,13,7,70909,7,7,7,7,7,7,7,7,7,56999,70909,8300,1115,68707,0,27,23,10,14,1,14.40922,0.09,911,0
16216,0,NA,0,-21,-21,0,0,0,1,3,13,0,93.8,91.2,8.8,2.6,78,89695,89695,88452,88452,557,5,6,5,43415,5,5,5,4,4,4,4,3,3,NA,43415,6050,670,33702,0,108,95,74,62,1,7.93651,0.09,200,1
16223,0,10000,0,-25,-25,0,0,0,2,4,10,0,51.6,60.4,39.6,0.9,81,4123.55,4123.55,19408,19408,552,9,12,9,202591,9,8,8,8,6,6,8,6,6,195699,202591,6450,1033,198828,0,NA,46,27,36,1,5.68182,0.28,200,0
16237,0,NA,0,-21,-21,NA,0,0,6,10,16,0,92.6,36.2,63.8,-8.7,74,144938,144938,188102,188102,602,12,22,12,264392,12,12,12,12,12,12,12,10,8,210356,264392,20000,3456,247697,0,270,83,60,59,2,17.92115,0.11,600,0
16349,0,NA,0,-25,-25,0,0,0,1,2,7,0,18.8,69.5,30.5,30.5,81,14434,14434,6860,6860,649,4,6,4,119,4,4,4,4,4,4,4,4,3,NA,119,2000,NA,NA,0,0,5,6,7,0,16.47446,0.3,NA,NA
16525,0,50000,NA,NA,NA,NA,NA,NA,2,7,17,0,4.1,46.8,53.2,52.5,78,32533,32533,143416,143416,573,14,19,14,271866,14,14,14,14,14,13,14,13,12,222937,271866,61200,1622,233861,0,163,62,64,69,3,7.54148,0.07,1535,0
16551,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2.6,97.6,2.4,2.4,86,0,0,0,0,423,16,30,16,359130,6,2,2,4,2,2,4,2,2,305394,359130,42728,1201,305394,15,71,118,95,96,5,12.7551,0.1,352,0
16554,0,30000,30,7,7,30,30,0,18,33,55,0,21,45.6,54.4,48.1,51,111264,111264,89014,89014,628,6,15,6,13883,6,6,6,6,6,6,6,4,4,0,13883,28850,NA,NA,0,18,48,50,36,0,12.15067,0.06,1202,0
16615,0,NA,60,36,94,60,60,0,1,6,17,0,0.4,48.3,51.7,51.7,84,286391,286391,145820,145820,685,5,9,5,2707,5,5,5,5,5,5,4,4,4,1804,2707,27600,2,1804,0,1,3,1,1,0,6.50195,0.11,5762,0
16727,0,75000,77,52,52,77,77,0,4,10,18,0,51.4,54.6,45.4,30.7,22,246156,246156,96416,96416,611,5,10,5,541710,5,5,5,5,5,5,5,5,5,511511,541710,NA,33640,541710,0,75,NA,NA,NA,NA,22.72727,0,NA,NA
16741,0,NA,0,-26,-26,0,0,0,3,4,7,0,0,93,7,7.1,87,-8827.24,-8827.24,22652,22652,616,7,10,7,283832,7,7,7,7,7,7,7,7,6,215173,283832,NA,3358,283719,0,68,NA,NA,NA,NA,0,0,NA,NA
17004,0,30000,NA,NA,NA,NA,NA,NA,0,0,3,0,17.7,120.8,-20.8,-20.8,75,15891.67,15891.67,20002,20002,605,7,12,7,405502,7,7,7,7,7,7,7,7,7,360097,405502,38200,1169,374942,0,36,80,72,74,3,15.01502,0.33,662,0
17007,0,NA,0,-35,-8,0,0,0,0,2,14,0,88.3,11.1,88.9,33.1,92,133805,133805,150577,150577,617,4,10,4,221893,4,4,4,4,4,3,4,4,3,215279,221893,19350,2607,215279,0,16,34,79,55,1,4.6729,0.05,2179,0
17013,0,NA,0,-26,-16,0,0,0,1,6,11,0,61.6,38.7,61.3,5.9,80,0,0,-8469.27,-8469.27,625,9,14,9,144568,9,9,9,9,9,9,8,7,7,113337,144568,25700,1348,127200,0,78,67,32,32,1,22.67574,0.06,235,0
17030,0,30000,2,-23,-23,3,2,1,6,11,16,0,41.2,67.9,32.1,32.1,96,73121,73121,51147,51147,523,6,10,6,566610,5,5,5,5,5,5,4,4,3,551624,566610,23150,2839,551624,1,19,64,87,76,2,0,0.22,2023,0
17079,0,NA,0,-27,-26,0,0,0,1,1,1,0,13.9,61,39,36.4,86,-3672,-3672,34992,34992,674,6,10,6,377135,6,6,6,6,6,6,6,6,6,375540,377135,19100,1210,375540,0,3,8,3,5,0,4.41696,0,0,0
17095,0,62000,0,-29,-29,0,0,0,4,9,14,0,27.8,46,54,23.3,93,32648.49,32648.49,711,711,591,15,29,15,228774,15,15,15,14,14,14,13,13,11,180027,228774,68450,703,180027,0,97,71,65,63,5,18.90359,0.07,1531,0
17102,0,100000,0,-21,-13,0,0,0,3,5,12,0,93.7,15.2,84.8,62.5,70,254951,254951,144578,144578,574,18,28,18,2867953,17,17,17,17,17,17,14,14,14,2779574,2867953,74830,4008,2794379,0,117,83,83,84,4,8.84956,0.16,1784,0
17195,0,16000,NA,NA,NA,NA,NA,NA,0,0,0,0,2.9,89.8,10.2,10.2,83,15275,15275,44911,44911,577,8,14,8,148756,8,8,8,8,8,8,8,8,8,117039,148756,4300,2121,144269,0,42,88,28,61,1,7.32064,0,1001,0
17306,0,50000,57,32,52,57,57,1,1,2,10,0,48.6,23.7,76.3,41.7,78,62813,62813,5308,5308,573,12,20,12,1047547,12,12,12,12,12,11,12,11,10,1011524,1047547,34850,2475,1016458,0,90,89,89,89,4,4.57038,0.17,755,0
17383,1,NA,30,9,9,30,30,0,2,5,15,0,95.8,2.4,97.6,97.6,63,109405,109405,31343,31343,623,7,16,7,57815,7,7,7,7,7,7,7,7,7,49764,57815,11500,678,49764,0,26,70,66,69,1,23.11248,0.11,137,0
17455,0,NA,73,52,52,0,73,1,12,15,19,0,90.5,23,77,2.1,56,0,0,65519,65519,604,16,27,16,438672,16,16,14,16,16,9,15,15,8,396389,438672,59750,675,396389,0,56,70,72,75,3,0,0,425,0
17494,0,30000,1,-17,3,1,1,0,3,5,7,0,47.7,80.9,19.1,3.2,91,10279.34,10279.34,2573,2573,586,30,39,30,1479211,30,30,30,30,30,28,29,28,22,1395314,1479211,98850,3660,1395314,0,209,75,68,53,8,0,0.21,3298,0
